0.649975 0
0.649566 20
0.647954 40
0.649232 60
0.647894 80
0.648662 100
0.646756 120
0.653252 140
0.642322 160
0.642147 180
0.685276 200
1.47058 220
1.47793 240
1.48362 260
1.4829 280
1.47495 300
1.4876 320
1.47812 340
1.48647 360
1.48413 380
1.47744 400
1.47225 420
1.48067 440
1.47536 460
1.47731 480
1.47844 500
1.48461 520
1.48091 540
1.4769 560
1.4855 580
1.47588 600
1.47723 620
1.47873 640
1.48378 660
1.47809 680
1.4716 700
1.47779 720
1.47494 740
1.47233 760
1.46027 780
1.47163 800
1.46012 820
1.47804 840
1.48453 860
1.48209 880
1.47717 900
1.48771 920
1.48067 940
1.47723 960
1.48294 980
1.50263 1000
1.48268 1020
1.48409 1040
1.48212 1060
1.48522 1080
1.49302 1100
1.48253 1120
1.35389 1140
0.647006 1160
0.649284 1180
0.646209 1200
0.642419 1220
0.650247 1240
0.65038 1260
0.646614 1280
0.648125 1300
0.645371 1320
0.645401 1340
0.648082 1360
0.644034 1380
0.649993 1400
0.649982 1420
0.646669 1440
0.645493 1460
0.639268 1480
0.646404 1500
0.641198 1520
0.642857 1540
0.645627 1560
0.644126 1580
0.6481 1600
0.641948 1620
0.646059 1640
0.643896 1660
0.638288 1680
0.645623 1700
0.648732 1720
0.643267 1740
0.64294 1760
0.636247 1780
0.638077 1800
0.635238 1820
0.641073 1840
0.637486 1860
0.646211 1880
0.636593 1900
0.636702 1920
0.641647 1940
0.63383 1960
0.632185 1980
0.634419 2000
0.633759 2020
0.636244 2040
0.636765 2060
0.638198 2080
0.640265 2100
0.632962 2120
0.639206 2140
0.632683 2160
0.639373 2180
0.643475 2200
0.64132 2220
0.6404 2240
0.633406 2260
0.635587 2280
0.63278 2300
0.639971 2320
0.640293 2340
0.635926 2360
0.638759 2380
0.63993 2400
0.631349 2420
0.64357 2440
0.6448 2460
0.633394 2480
0.649882 2500
0.635817 2520
0.638047 2540
0.640238 2560
0.640807 2580
0.643597 2600
0.631269 2620
0.636852 2640
0.636792 2660
0.632797 2680
0.637988 2700
0.64456 2720
0.64175 2740
0.636313 2760
0.63784 2780
0.634354 2800
0.637169 2820
0.634405 2840
0.636514 2860
0.635846 2880
0.629074 2900
0.63627 2920
0.633394 2940
0.63178 2960
0.640759 2980
0.632685 3000
0.633679 3020
0.629741 3040
0.628608 3060
0.636221 3080
0.630428 3100
0.633551 3120
0.635959 3140
